,Name ,Comment ,comments,Time ,text_token,text_string
216,Vangazon,I feel like the Thor's hammer is just like a hilt of a Greatsword. Would be cool if Kratos can use Thor's hammer with obvious lightning damage and can be converted to Zeus Blade of Olympus,i feel like the thor's hammer is just like a hilt of a greatsword. would be cool if kratos can use thor's hammer with obvious lightning damage and can be converted to zeus blade of olympus,2022-09-14T12:33:19Z,"['feel', 'like', 'thor', 'hammer', 'like', 'hilt', 'greatsword', 'would', 'cool', 'kratos', 'use', 'thor', 'hammer', 'obvious', 'lightning', 'damage', 'converted', 'zeus', 'blade', 'olympus']",feel like thor hammer like hilt greatsword would cool kratos use thor hammer obvious lightning damage converted zeus blade olympus
217,RensOriginal,"“Death can have me, when it earns me” 

What a line 🥹","“death can have me, when it earns me” 

what a line 🥹",2022-09-14T06:23:03Z,"['death', 'earns', 'line']",death earns line
218,Daytona Blue,"This was a great State of Play! Everything looked awesome, even the VR titles.","this was a great state of play! everything looked awesome, even the vr titles.",2022-09-14T01:59:45Z,"['great', 'state', 'play', 'everything', 'looked', 'awesome', 'even', 'vr', 'titles']",great state play everything looked awesome even titles
219,M_ Mince08,"Pearls are actually the only type of stone that is considered appropriate for mourning attire, that is more than likely why they wore pearls. They both looked lovely, and I’m sure this was a difficult moment for them both, as well as the entire Royal family. Every family has their difficulties, and all these comments seeking to focus on this family’s difficulties are highly inappropriate at this time, and I’m sure everyone in the whole royal family are sick of the public doing nothing but fighting over those difficulties instead of focusing on Her Majesty, and the amazing life she lived.","pearls are actually the only type of stone that is considered appropriate for mourning attire, that is more than likely why they wore pearls. they both looked lovely, and i’m sure this was a difficult moment for them both, as well as the entire royal family. every family has their difficulties, and all these comments seeking to focus on this family’s difficulties are highly inappropriate at this time, and i’m sure everyone in the whole royal family are sick of the public doing nothing but fighting over those difficulties instead of focusing on her majesty, and the amazing life she lived.",2022-09-14T18:26:40Z,"['pearls', 'actually', 'type', 'stone', 'considered', 'appropriate', 'mourning', 'attire', 'likely', 'wore', 'pearls', 'looked', 'lovely', 'sure', 'difficult', 'moment', 'well', 'entire', 'royal', 'family', 'every', 'family', 'difficulties', 'comments', 'seeking', 'focus', 'family', 'difficulties', 'highly', 'inappropriate', 'time', 'sure', 'everyone', 'whole', 'royal', 'family', 'sick', 'public', 'nothing', 'fighting', 'difficulties', 'instead', 'focusing', 'majesty', 'amazing', 'life', 'lived']",pearls actually type stone considered appropriate mourning attire likely wore pearls looked lovely sure difficult moment well entire royal family every family difficulties comments seeking focus family difficulties highly inappropriate time sure everyone whole royal family sick public nothing fighting difficulties instead focusing majesty amazing life lived
220,KDS,It's always terrible to lose a grandmother no matter who you are,it's always terrible to lose a grandmother no matter who you are,2022-09-14T19:21:18Z,"['always', 'terrible', 'lose', 'grandmother', 'matter']",always terrible lose grandmother matter
221,ADDsquirrel!!,I cannot wait for Sophie to be named Duchess of Edinburgh! She’s absolutely lovely and was very much loved by Her Majesty.,i cannot wait for sophie to be named duchess of edinburgh! she’s absolutely lovely and was very much loved by her majesty.,2022-09-14T18:07:47Z,"['cannot', 'wait', 'sophie', 'named', 'duchess', 'edinburgh', 'absolutely', 'lovely', 'much', 'loved', 'majesty']",cannot wait sophie named duchess edinburgh absolutely lovely much loved majesty
222,Mike L,Beautiful ceremonies only tells people that tradition and culture are important. I am glad to be able to see this at least on TV. Once in a lifetime. May the Queen Soul Rest in Peace.,beautiful ceremonies only tells people that tradition and culture are important. i am glad to be able to see this at least on tv. once in a lifetime. may the queen soul rest in peace.,2022-09-15T04:30:33Z,"['beautiful', 'ceremonies', 'tells', 'people', 'tradition', 'culture', 'important', 'glad', 'able', 'see', 'least', 'tv', 'lifetime', 'may', 'queen', 'soul', 'rest', 'peace']",beautiful ceremonies tells people tradition culture important glad able see least lifetime may queen soul rest peace
223,Blasian Goddess TM,Tender condolences to the whole Royal Family ❤️ May Forever Queen Elizabeth Rest In Peace 🙏🏼,tender condolences to the whole royal family ❤️ may forever queen elizabeth rest in peace 🙏🏼,2022-09-14T19:32:09Z,"['tender', 'condolences', 'whole', 'royal', 'family', 'may', 'forever', 'queen', 'elizabeth', 'rest', 'peace']",tender condolences whole royal family may forever queen elizabeth rest peace
224,J B C,"RIP Queen Elizabeth II.  You were a Great example of what elegance and duty means to your people around the world. Praying the strength, courage and unity in the royal family and aboard. God save The King.  Long May he reign 🙏🏾🙏🏾🙏🏾😇😇😇❤️❤️❤️","rip queen elizabeth ii.  you were a great example of what elegance and duty means to your people around the world. praying the strength, courage and unity in the royal family and aboard. god save the king.  long may he reign 🙏🏾🙏🏾🙏🏾😇😇😇❤️❤️❤️",2022-09-14T22:54:20Z,"['rip', 'queen', 'elizabeth', 'ii', 'great', 'example', 'elegance', 'duty', 'means', 'people', 'around', 'world', 'praying', 'strength', 'courage', 'unity', 'royal', 'family', 'aboard', 'god', 'save', 'king', 'long', 'may', 'reign']",rip queen elizabeth great example elegance duty means people around world praying strength courage unity royal family aboard god save king long may reign
225,24K InfO,Kate has her role down packed. She respected the Queen and I think that the Queen had some respect for Princess Kate.,kate has her role down packed. she respected the queen and i think that the queen had some respect for princess kate.,2022-09-14T19:19:07Z,"['kate', 'role', 'packed', 'respected', 'queen', 'think', 'queen', 'respect', 'princess', 'kate']",kate role packed respected queen think queen respect princess kate
226,Wishful Thinker,"They all must be terribly exhausted with grief both physically and mentally.  Wishing all of them great strength through this difficult time.  It is never an easy time to lose someone so close, whoever they may be.  The support of our love ones and friends means so much always.","they all must be terribly exhausted with grief both physically and mentally.  wishing all of them great strength through this difficult time.  it is never an easy time to lose someone so close, whoever they may be.  the support of our love ones and friends means so much always.",2022-09-15T00:28:27Z,"['must', 'terribly', 'exhausted', 'grief', 'physically', 'mentally', 'wishing', 'great', 'strength', 'difficult', 'time', 'never', 'easy', 'time', 'lose', 'someone', 'close', 'whoever', 'may', 'support', 'love', 'ones', 'friends', 'means', 'much', 'always']",must terribly exhausted grief physically mentally wishing great strength difficult time never easy time lose someone close whoever may support love ones friends means much always
227,Rita Metsch,Princess Katherine is one of the most classy women I’ve ever seen. She just seems like a lovely devoted mom and wife.,princess katherine is one of the most classy women i’ve ever seen. she just seems like a lovely devoted mom and wife.,2022-09-14T20:50:57Z,"['princess', 'katherine', 'one', 'classy', 'women', 'ever', 'seen', 'seems', 'like', 'lovely', 'devoted', 'mom', 'wife']",princess katherine one classy women ever seen seems like lovely devoted mom wife
228,Cynthia Parris,It's very sad that people are using someone s death to make money over the least little things. So childish n petty. Mercy sakes alive. Leave the people alone. This old world would be a lot better if we all just minded our own business and I'm including myself. The least little thing some folks make a big deal out of it. Sickening!!!!,it's very sad that people are using someone s death to make money over the least little things. so childish n petty. mercy sakes alive. leave the people alone. this old world would be a lot better if we all just minded our own business and i'm including myself. the least little thing some folks make a big deal out of it. sickening!!!!,2022-09-14T18:11:02Z,"['sad', 'people', 'using', 'someone', 'death', 'make', 'money', 'least', 'little', 'things', 'childish', 'n', 'petty', 'mercy', 'sakes', 'alive', 'leave', 'people', 'alone', 'old', 'world', 'would', 'lot', 'better', 'minded', 'business', 'including', 'least', 'little', 'thing', 'folks', 'make', 'big', 'deal', 'sickening']",sad people using someone death make money least little things childish petty mercy sakes alive leave people alone old world would lot better minded business including least little thing folks make big deal sickening
